"ERR127302","ERR127303","ERR127304","ERR127305","ERR127306","ERR127307","ERR127308","ERR127309"
"120534",301,398,428,315,130,215,202,172
"120586",0,0,0,0,0,0,0,0
"1207",2814,3366,4307,4005,2130,2640,2458,2457
"120775",0,0,0,0,0,0,0,0
"120776",0,0,0,0,0,0,0,0
"120787",0,0,0,0,2,0,0,0
"120793",0,0,0,0,0,0,0,0
"120796",0,0,0,0,0,0,0,0
"1208",0,0,0,0,0,0,0,0
"120824",0,0,0,0,0,0,0,0
"120863",6,22,12,10,12,14,8,25
"120892",0,0,0,0,0,0,0,0
"1209",10872,9788,8802,10783,12700,12831,13680,11925
"120935",1,4,0,0,0,1,1,0
"120939",375,396,999,1046,805,836,864,757
"121006",6,6,2,2,5,4,6,8
"121053",98,96,152,84,106,78,84,98
"1211",2486,2458,3171,3368,2708,2945,2861,2738
"121130",0,0,0,0,0,0,0,0
"1212",1052,887,1579,1656,1176,1251,1314,1107
"121214",0,0,0,0,0,0,0,0
"121227",1419,1557,1183,1409,1088,1228,1305,1135
"121256",0,0,0,0,0,0,0,0
"121260",879,953,1004,1044,1376,1712,1678,1499
"121268",70,85,131,157,114,111,140,114
"121273",0,0,0,0,0,0,0,2
"121274",870,1053,1128,923,1214,1531,1431,1224
"121275",0,0,0,0,0,0,0,0
"121278",0,0,0,0,0,0,0,0
"1213",32369,42008,38265,33348,25445,31762,29030,28379
"121340",0,0,0,0,0,3,0,4
"121355",8,24,18,2,8,10,16,12
"121364",0,0,0,0,0,0,0,0
"121391",0,0,0,0,0,0,0,0
"121441",651,934,902,758,390,602,507,504
"121456",0,0,0,0,0,4,2,0
"121457",980,1341,567,388,564,630,626,598
"1215",0,0,0,0,0,0,0,0
"121504",10,12,10,32,12,22,42,12
"121506",1,0,0,0,0,0,0,0
"121512",295,370,151,97,245,272,280,302
"121536",830,971,1851,1535,1057,1289,1219,1179
"121549",0,0,0,0,0,0,0,0
"121551",0,0,0,0,0,0,0,0
"121599",0,0,0,0,0,0,0,0
"121601",2,4,2,0,0,0,2,0
"121642",643,753,933,933,534,649,560,528
"121643",0,2,0,0,2,1,4,0
"121665",1973,2088,1485,1508,1767,2098,2057,1918
"121793",0,0,0,0,0,0,0,0
"121838",6,4,6,6,4,6,4,0
"122011",8,24,27,6,23,10,12,11
"122042",0,0,0,0,0,0,0,0
"122046",0,0,0,0,0,0,0,0
"122060",0,0,0,0,0,0,0,0
"122258",0,0,0,0,0,0,0,0
"122402",848,1061,1329,1324,1149,1302,1426,1196
"122416",354,198,395,641,1280,1083,1127,1188
"122481",0,4,4,0,4,2,6,4
"122509",314,302,293,366,398,431,530,438
"122525",6,10,6,2,8,6,4,6
"122553",240,368,210,199,240,282,254,272
"122616",211,165,144,115,259,265,287,247
"122618",0,0,1,0,0,0,0,0
"122622",181,140,546,544,393,344,384,306
"122651",0,0,0,0,0,0,0,0
"122664",0,0,0,0,0,0,0,0
"122665",0,0,0,0,0,0,0,0
"122704",274,345,418,328,379,377,360,365
"122706",0,0,0,0,0,2,4,2
"122740",0,0,0,0,0,0,0,0
"122742",0,0,0,0,0,0,0,0
"122748",0,0,0,0,0,0,0,0
"122769",219,306,639,559,238,258,256,222
"122773",0,2,3,2,2,4,0,2
"122786",153,182,118,60,171,166,163,160
"122809",696,880,572,463,540,718,609,622
"122830",286,424,454,404,292,299,360,283
"122876",0,0,0,0,0,0,0,0
"122945",12,16,2,4,2,1,7,0
"122953",797,678,973,915,564,634,647,557
"122961",136,141,141,142,163,204,225,176
"122970",0,0,0,2,0,0,0,0
"123",832,899,1042,1196,1215,1414,1353,1224
"1230",34,46,2,8,52,60,56,30
"123016",316,325,422,407,377,534,480,491
"123036",28,12,24,34,6,22,10,22
"123041",0,0,0,0,0,0,0,0
"123096",1358,1006,2400,2570,2440,2404,2493,2285
"123099",34,30,8,11,4,2,6,8
"123103",0,0,0,0,0,0,0,0
"123169",1056,1179,1060,938,711,854,827,819
"1232",19,16,6,3,20,30,26,25
"123207",202,216,274,218,169,197,194,199
"123228",20,42,38,28,23,47,42,53
"123263",193,205,303,214,196,221,204,170
"123264",0,0,0,0,4,4,6,4
"123283",68,99,82,50,36,49,50,42
"1233",0,0,0,0,0,0,0,0
"123346",0,0,0,0,0,0,0,0
"123355",102,127,182,206,124,121,177,167
"1234",0,0,0,0,0,0,0,0
"1235",3,2,0,1,4,4,3,2
"123591",41,46,47,64,65,41,66,40
"1236",28,28,19,22,39,68,74,52
"123606",5049,5383,3358,3154,3458,4043,3827,3439
"123624",0,0,0,0,0,0,0,0
"123688",58,98,61,57,42,80,82,69
"1237",0,0,0,0,0,0,0,0
"123720",235,281,335,317,186,226,226,187
"123722",0,0,1,1,0,2,0,0
"123745",2,0,0,0,0,5,2,0
"123775",58,44,74,54,53,57,53,48
"1238",11,2,8,6,6,12,12,18
"123803",234,295,447,503,224,213,228,228
"123811",292,395,352,189,152,198,156,198
"123872",7,9,10,13,6,5,4,5
"123876",0,0,0,0,0,0,0,0
"123879",129,89,115,91,149,142,137,131
"123904",2,10,2,0,16,7,20,13
"123920",1,7,7,6,1,2,4,2
"123970",0,0,0,0,0,0,0,0
"124",0,0,0,0,0,0,0,0
"1240",0,0,0,0,0,0,0,0
"124044",336,206,316,361,652,520,642,454
"124045",354,352,358,382,414,392,358,306
"124056",90,99,153,170,89,79,83,72
"124093",398,247,448,478,256,286,309,274
"1241",392,350,530,516,267,288,338,298
"124149",0,2,0,0,0,0,0,0
"124152",66,82,83,70,64,81,83,66
"124220",108,141,116,76,53,64,53,47
"124221",2,3,0,0,3,4,1,6
"124222",4516,3827,4254,4774,3900,4096,3935,3528
"124245",2938,2099,3715,3517,2957,2774,3073,2625
"124274",0,0,0,0,0,0,0,0
"124359",1065,991,994,1027,1617,1746,1764,1543
"1244",9694,11570,4406,3940,8136,9224,8926,8222
"124401",554,459,610,639,610,584,640,546
"124402",660,388,1047,1183,990,878,1023,833
"124404",2,5,6,0,0,0,1,0
"124411",56,86,85,69,40,62,41,39
"124446",501,508,720,724,947,1049,1074,950
"124454",1291,1234,1898,1722,1255,1460,1387,1101
"124460",0,0,0,0,0,0,0,0
"124491",459,507,442,381,460,472,511,511
"124512",984,964,922,747,818,974,923,825
"124535",0,0,0,0,2,0,0,0
"124538",0,0,0,0,0,0,0,0
"124540",1951,1958,2749,2361,1851,2316,2140,1977
"124565",5686,4566,4059,4956,11631,12110,12605,11098
"124583",6162,5846,4756,4898,4982,5151,5246,4649
"124590",4,0,0,2,4,2,0,0
"124599",0,0,0,0,0,0,0,0
"124602",0,0,0,0,0,0,0,0
"124626",0,0,0,0,0,0,0,0
"124637",1229,1386,1185,911,1044,1214,1141,1067
"124641",0,0,0,0,0,0,0,0
"124739",1172,900,1757,1687,1751,1837,1841,1646
"124751",98,106,99,94,139,151,142,160
"124773",0,0,0,0,0,0,0,0
"124783",33,20,39,35,24,25,12,27
"124790",205,202,234,210,486,480,474,440
"124801",656,810,1105,741,411,509,474,408
"124808",736,890,1043,806,580,687,665,610
"124817",21,30,25,20,21,14,11,16
"124842",0,0,0,0,0,0,0,0
"124857",0,0,0,2,0,0,2,0
"124871",0,0,0,0,0,0,0,2
"124872",0,0,0,0,0,0,0,0
"124912",0,0,0,0,0,0,0,0
"124923",570,610,433,372,304,320,288,275
"124925",2,7,5,2,2,7,12,5
"124930",2766,1978,3288,3739,3015,2947,3247,2957
"124935",4899,4242,2794,3528,6128,6032,6071,5314
"124936",248,187,376,434,886,991,934,839
"124961",0,2,2,0,0,0,4,0
"124975",0,0,0,0,0,0,0,0
"124976",64,39,78,106,41,26,32,20
"124989",23,44,51,21,26,28,38,35
"124995",1464,1398,1118,1203,2422,2620,2592,2298
"124997",3402,2751,4396,5261,3643,3728,3670,3319
"125",0,0,0,0,0,0,0,0
"125058",2518,2135,3173,4008,2836,3160,3111,2831
"125061",266,309,333,371,374,283,328,303
"125111",486,441,603,754,805,830,828,739
"125113",0,0,0,0,0,0,0,0
"125115",0,0,0,0,0,2,0,0
"125144",10551,12851,14942,11258,6485,7512,7221,6462
"125150",87,128,172,214,200,215,178,214
"125170",567,410,684,910,1025,1128,988,905
"125206",319,267,303,255,303,233,325,252
"125228",496,642,815,608,354,522,458,398
"125336",0,0,0,0,0,0,0,0
"125476",169,171,181,140,200,205,203,208
"125488",1770,2101,1620,1338,1211,1441,1369,1411
"125704",0,0,0,0,0,0,0,0
"1258",454,400,227,250,396,437,510,393
"125875",14,9,21,13,23,22,18,19
"125893",176,268,237,177,55,91,66,87
"1259",4,4,2,0,6,2,0,0
"125919",132,118,225,174,170,165,164,154
"125931",0,0,0,0,0,0,0,0
"125950",3044,2331,4412,5048,3984,3720,4118,3577
"125958",0,0,0,0,0,0,0,0
"125962",0,0,0,0,0,0,0,0
"125963",0,0,0,0,2,0,0,0
"125965",34,38,23,36,80,91,95,74
"125972",2,1,2,0,2,0,0,0
"125981",0,0,0,0,0,0,0,0
"125988",495,338,560,635,943,983,1087,825
"125997",0,0,0,0,0,0,0,0
"126",0,0,0,0,0,0,0,0
"1260",0,0,0,0,0,0,0,0
"126003",1337,1032,1782,2674,3609,3625,3830,3505
"126006",5,3,16,8,13,11,9,5
"126014",4,0,0,4,8,4,6,9
"126017",2,5,1,2,3,0,1,3
"126068",16,20,24,12,5,26,16,24
"126069",0,0,0,0,0,2,0,0
"126070",214,311,234,164,129,168,122,130
"126074",44,56,74,62,102,133,111,97
"126075",20,21,25,27,68,72,77,77
"1261",0,0,0,0,0,0,0,0
"126119",115,71,188,301,415,461,473,466
"126123",0,0,0,0,0,0,0,0
"126129",157,127,197,218,491,531,510,450
"126133",876,616,934,1074,1668,1757,1987,1691
"126147",11,7,8,13,7,5,8,4
"1262",0,0,0,0,6,0,0,0
"126204",0,0,0,0,0,0,0,0
"126205",0,0,0,0,0,0,0,0
"126206",0,0,0,0,0,0,0,0
"126208",539,336,620,827,794,807,863,793
"126231",31,27,52,23,18,24,9,23
"126248",5,9,7,11,11,18,14,11
"126259",2,0,0,0,4,0,2,0
"126272",62,88,112,118,86,108,102,102
"126282",355,314,452,504,570,591,582,654
"126295",177,194,209,169,122,167,132,124
"126298",777,691,922,844,1096,1276,1110,1172
"126299",184,118,288,334,412,396,375,427
"1263",169,193,116,110,243,319,287,270
"126306",0,0,1,3,4,0,0,0
"126308",808,717,1033,1097,829,902,904,845
"126321",17129,13540,13061,15498,19033,19075,20530,17883
"126326",1662,1548,1700,1310,1856,1961,1943,1820
"126328",405,335,616,541,681,665,645,569
"126353",4759,3956,4055,4213,5009,4925,5004,4372
"126364",2,0,0,4,4,2,0,0
"126370",0,0,0,0,0,0,0,0
"126374",32,18,49,62,40,31,27,19
"126375",144,162,132,90,110,134,148,144
"126382",549,571,716,631,400,464,389,351
"126393",10,5,12,28,17,8,12,18
"1264",0,2,2,0,3,3,0,0
"126402",0,0,0,0,0,0,0,0
"126410",0,0,0,0,0,0,0,0
"126432",20,12,14,12,46,40,44,30
"126433",129,120,146,205,232,272,198,217
"1265",3653,3238,4995,5173,1092,1110,1080,1035
"126520",1,0,2,10,2,8,4,2
"126526",488,426,731,839,809,772,789,772
"126536",0,0,0,0,0,0,0,0
"126541",0,0,0,0,0,0,0,0
"126549",51,52,31,33,44,50,46,45
"126567",4,0,0,0,8,2,4,4
"1266",0,0,2,0,0,2,2,2
"126626",160,188,304,319,127,173,154,147
"126637",0,0,0,0,0,0,0,0
"126638",0,0,0,0,0,0,0,0
"126661",175,198,206,231,122,169,153,155
"126668",0,2,2,0,0,2,0,0
"126669",0,0,0,0,0,0,0,0
"126695",0,0,0,0,0,0,1,0
"1267",2279,1990,3550,4136,3068,3141,3337,2970
"126731",392,478,396,277,369,468,396,378
"126755",0,0,0,0,0,0,0,0
"126767",0,0,0,0,0,0,0,0
"126789",414,311,516,668,670,623,636,619
"126792",1400,890,1264,1540,1694,1670,1742,1550
"1268",0,0,2,0,0,0,0,0
"126820",0,0,0,0,0,0,0,0
"126823",0,0,2,0,0,0,0,2
"126859",0,0,0,0,2,4,0,0
"126868",75,84,60,40,115,149,104,144
"1269",2,0,0,0,0,3,0,0
"126917",892,784,1022,1033,1043,1066,1078,1063
"126969",16,6,4,7,13,14,34,23
"127",0,2,0,0,0,0,0,0
"1270",3,2,2,2,1,2,2,1
"127002",391,337,510,518,373,377,361,327
"127003",13,25,58,30,8,1,1,0
"127018",20,35,5,6,31,49,58,43
"127059",0,0,0,0,0,0,0,0
"127062",0,0,0,0,0,0,0,0
"127064",2,0,0,0,0,0,2,0
"127066",6,8,2,0,2,5,4,0
"127068",0,0,0,0,0,0,0,0
"127069",0,0,0,0,0,0,0,0
"127074",26,26,11,8,22,36,22,44
"127077",0,0,0,0,0,0,0,0
"1271",12,2,0,0,2,0,2,0
"127124",0,0,0,0,0,0,0,0
"1272",0,0,0,0,2,3,0,0
"127247",0,0,0,0,0,0,0,0
"127253",1727,2287,1591,1350,1082,1386,1269,1220
"127254",0,0,0,0,0,0,0,0
"127255",8,2,10,9,2,10,14,6
"127262",753,680,1215,1314,900,965,977,834
"127281",249,230,289,262,358,367,406,327
"127294",2,0,8,4,8,12,4,2
"127343",30,25,30,31,27,36,28,29
"127385",0,0,0,0,0,0,0,0
"127391",0,0,0,0,0,0,0,0
"127396",112,104,149,111,26,20,5,27
"127428",160,167,270,238,197,232,218,200
"127435",0,0,0,0,0,0,0,2
"127495",36,44,12,24,14,14,4,6
"127534",0,0,0,0,0,0,0,0
"127540",0,0,0,0,0,0,0,0
"127544",455,392,588,588,648,651,692,615
"127579",30,11,29,27,56,37,48,35
"127602",0,0,0,0,0,0,2,0
"127623",0,0,0,0,0,0,0,0
"127665",0,0,0,0,0,0,0,0
"127670",0,0,2,0,0,2,0,0
"127687",223,174,275,277,298,283,290,331
"1277",12080,9471,9208,10257,8500,8540,9326,7666
"127700",25,52,30,21,71,77,80,95
"127703",1062,1123,1442,1516,1507,1755,1652,1572
"127707",0,0,0,0,0,4,2,0
"127731",0,0,0,0,0,0,0,2
"127733",0,2,2,0,0,0,4,2
"127795",0,0,0,0,0,0,0,0
"1278",0,0,0,0,0,0,0,0
"127829",864,747,951,970,929,1122,1022,893
"127833",15,23,41,14,12,10,11,12
"127841",0,0,2,2,0,0,0,2
"127845",2,2,6,3,12,6,8,2
"127933",1835,2202,1416,971,2596,3210,2820,2990
"127943",0,0,0,2,2,0,10,2
"128",1978,2357,2626,2088,1624,1777,1650,1727
"1280",2,0,0,0,0,4,0,0
"128025",3,2,0,3,2,3,5,5
"128061",255,252,298,239,165,174,123,180
"128077",662,767,1248,1034,596,602,625,543
"1281",236,208,122,88,382,355,366,320
"128102",2,0,2,0,0,0,0,2
"128153",14,8,14,12,6,11,8,24
"128178",146,232,274,116,224,158,226,182
"1282",11754,10881,10450,10736,8118,8688,8768,8124
"128209",187,181,348,264,158,199,158,155
"128218",0,0,0,0,6,0,0,4
"128229",123,89,121,105,30,33,48,23
"128239",2199,2154,4909,4976,3503,3583,3666,3255
"128240",3569,3617,4324,4563,4318,4663,4801,3869
"128272",496,452,516,644,846,1003,928,761
"128308",1544,1145,2126,3079,2659,3035,2964,2399
"128312",23,11,18,25,34,28,24,13
"128338",1866,2393,1385,1123,1107,1458,1221,1166
"128344",0,0,0,0,0,0,0,0
"128346",8,16,7,6,8,2,1,4
"128360",0,0,0,0,0,0,0,0
"128366",0,0,0,0,0,0,0,0
"128367",0,0,0,0,0,0,0,0
"128368",0,0,0,0,0,0,0,0
"128371",0,0,0,0,0,0,0,0
"128372",0,0,0,0,0,0,0,0
"128387",283,339,433,348,188,270,232,251
"1284",23813,19429,25907,28199,28116,29179,29765,25653
"128408",0,0,0,0,0,0,0,0
"128414",16,12,11,10,4,13,22,18
"128434",0,0,0,0,0,0,0,0
"128439",159,151,208,206,187,204,264,199
"128486",426,399,332,362,568,545,565,413
"128488",0,0,0,0,0,0,0,2
"128497",22,15,12,17,15,24,15,25
"1285",77,73,89,39,136,175,120,123
"128506",0,0,0,0,0,0,0,0
"128553",1191,1296,979,899,1572,1761,1721,1551
"1286",735,794,596,596,1072,1176,1111,1067
"128602",0,0,0,0,0,0,0,0
"128611",8136,7976,7066,6747,4318,4643,4770,4301
"128637",1356,1317,2001,1945,1282,1214,1318,1105
"128646",0,0,0,0,0,0,0,0
"128653",0,0,0,0,0,4,1,0
"128674",0,0,0,0,0,0,0,0
"1287",2949,3136,3072,2537,4408,4711,4641,4203
"128710",36,48,57,20,20,29,17,34
"1288",51,80,45,54,189,241,222,184
"128817",0,0,0,0,0,0,0,0
"128821",0,0,0,0,0,0,0,0
"128822",0,0,0,0,0,0,0,0
"128826",0,0,0,0,0,0,0,0
"128853",0,0,2,1,0,0,0,0
"128854",8,6,0,5,2,2,3,2
"128859",0,0,0,0,0,0,0,0
"128861",0,0,0,0,0,0,0,0
"128864",0,0,0,0,4,0,4,6
"128866",1953,1805,2637,2557,2084,2318,2133,2057
"128869",1435,1595,1520,1506,1396,1539,1429,1297
"128872",0,0,0,0,0,0,0,0
"128876",0,4,0,0,0,0,1,0
"1289",20541,17523,18616,18196,31966,32133,33971,29943
"128954",0,0,0,0,0,0,0,0
"128977",343,339,591,518,632,692,652,669
"128989",860,813,1152,1355,1371,1488,1615,1403
"1290",2,12,4,4,6,6,6,0
"129025",0,0,0,0,0,0,0,0
"129049",4,6,2,2,2,0,0,4
"129080",0,0,0,2,0,0,0,0
"1291",183,126,146,146,144,162,163,172
"129138",1045,845,1247,1542,1802,1987,1885,1771
"1292",0,0,0,0,0,2,2,0
"129285",147,203,265,190,188,222,251,211
"129293",5924,6204,4680,4453,5324,6108,5956,5200
"1293",0,0,0,4,4,4,6,6
"129303",359,360,434,432,560,617,562,527
"1294",854,507,668,780,665,658,628,550
"129401",195,263,114,112,165,224,190,192
"129446",0,0,0,0,0,0,0,0
"129450",210,290,209,145,107,139,126,145
"1295",243,220,108,71,454,558,555,488
"129521",0,0,0,0,0,0,0,0
"129530",10,17,15,4,8,10,10,19
"129531",248,278,271,227,125,123,131,122
"129563",705,649,964,980,1231,1180,1405,1093
"1296",6,4,6,2,0,8,6,10
"129607",0,0,0,0,0,0,0,0
"129642",278,381,237,185,236,347,310,305
"129684",0,0,0,0,0,0,0,0
"129685",409,431,656,605,612,683,767,615
"1297",0,0,0,0,0,0,0,0
"129787",1219,1395,1141,973,828,925,959,913
"129790",4,0,4,4,6,4,8,2
"1298",12,16,17,27,53,44,28,45
"129804",0,0,0,0,0,0,0,0
"129807",68,65,57,61,118,128,134,136
"129831",120,183,187,156,178,292,221,194
"129852",0,0,1,0,0,2,0,0
"129868",0,0,0,0,0,0,0,0
"129880",0,0,0,0,2,2,2,0
"129881",56,70,74,52,60,68,50,50
"1299",367,283,263,238,540,579,623,512
"13",0,0,0,0,0,0,0,0
"130",0,0,1,2,2,0,0,0
"1300",3,1,6,4,3,3,4,3
"130013",4,1,1,0,2,0,1,2
"130026",2,8,8,5,12,16,20,6
"130074",4849,5206,4595,4556,5150,5764,5984,5334
"130075",0,0,0,0,0,0,0,0
"1301",0,0,0,0,0,0,2,0
"130106",0,0,0,0,0,0,0,0
"130120",0,0,0,0,0,0,0,0
"130132",10,4,4,1,2,2,0,2
"130162",92,175,143,68,58,95,68,73
"1302",46,55,68,67,49,56,54,37
"130271",26,24,27,12,20,8,18,4
"1303",25751,30486,31292,27024,46214,53013,51064,46792
"130340",154,204,334,225,126,208,188,182
"130355",48,74,58,44,40,42,56,40
"130367",0,0,0,0,0,0,2,2
"130399",0,0,2,0,0,0,0,0
"130497",0,0,0,0,0,0,0,0
"1305",2,0,0,0,0,0,0,0
"130502",99,83,107,101,78,67,86,73
"130507",1139,1528,1670,1318,1331,1723,1401,1560
"130535",52,50,90,99,68,52,66,52
"130540",1,0,0,0,0,2,0,1
"130557",253,183,267,310,331,315,373,334
"130560",0,0,0,0,0,0,0,0
"130574",521,660,907,947,684,808,810,707
"130576",2,2,0,4,8,8,10,8
"130589",272,377,403,388,272,337,291,326
"1306",211,184,80,110,374,462,404,348
"130612",179,159,121,128,358,392,319,334
"130617",381,305,375,402,460,514,553,391
"1307",126,82,93,83,492,478,570,537
"130733",0,0,0,0,0,0,2,0
"130749",2,0,0,0,0,0,0,0
"130752",2,4,0,2,6,8,4,2
"1308",22,18,12,14,22,66,24,28
"130813",0,4,0,0,2,0,2,0
"130814",232,298,349,294,269,335,276,324
"130827",18,8,6,8,4,8,14,12
"130872",523,606,640,477,646,779,677,611
"130888",134,127,101,99,86,84,88,62
"130916",269,257,414,304,321,394,367,339
"130940",0,1,7,4,0,4,0,4
"130951",2,1,6,2,2,3,4,2
"131",0,0,0,0,0,0,0,0
"1310",0,0,0,0,0,0,0,0
"131034",0,0,0,2,0,1,0,0
"131076",103,86,64,40,57,49,77,50
"131096",0,0,0,0,0,0,0,0
"1311",0,0,0,4,10,2,6,4
"131118",98,115,97,66,62,75,67,84
"131149",0,0,0,0,0,0,0,0
"131177",0,0,0,0,1,0,1,0
"1312",13122,11248,10546,13407,12071,12289,12466,10883
"131368",0,0,0,0,0,0,0,0
"131375",0,0,0,0,0,0,0,0
"131377",0,0,0,0,0,0,0,0
"1314",13436,15796,16303,15397,19477,22956,21537,20321
"131405",0,0,0,0,0,0,0,0
"131408",598,518,968,1027,699,753,690,649
"131450",4,4,2,6,6,8,6,4
"131474",418,503,634,609,323,408,368,351
"1315",6010,7950,7266,6081,6440,8310,6997,7220
"131540",0,2,2,0,6,2,0,0
"131566",4589,5587,3791,3369,3105,4001,3581,3715
"131578",16,31,16,14,6,8,12,8
"131583",296,200,356,344,476,474,514,486
"1316",824,840,1549,1506,745,751,830,732
"131601",1974,1600,2911,3498,2552,2842,2927,2526
"131616",122,163,295,311,253,263,335,245
"131669",2,2,0,1,0,4,0,3
"1317",4196,5045,4200,3286,3758,4200,4042,3871
"1318",524,526,376,385,267,333,341,268
"131831",0,0,4,3,1,2,4,6
"131870",365,312,287,288,304,407,401,327
"131873",4,9,3,2,0,2,0,0
"131890",14,19,14,5,12,2,1,8
"131909",0,0,0,0,0,0,2,0
"131920",0,0,0,0,0,0,0,0
"131965",268,275,389,282,234,287,225,241
"132",974,1171,1557,1112,704,783,729,681
"132001",161,130,296,309,251,306,268,239
"132014",209,181,189,195,543,576,593,565
"132112",0,0,0,0,5,6,10,6
"132141",0,0,0,0,0,0,0,0
"132158",125,129,251,286,355,414,394,366
"132160",556,503,741,738,561,564,700,547
"132200",8,11,4,2,2,1,3,0
"132203",0,0,0,0,0,0,0,0
"132204",0,0,0,0,0,0,0,0
"132228",54,45,26,21,17,15,16,7
"132241",466,479,427,369,395,444,416,388
"132243",0,0,0,0,2,0,0,0
"132299",260,314,304,254,257,319,363,278
"132320",166,186,186,172,64,100,82,68
"132321",104,164,79,68,56,74,59,58
"132332",0,0,0,0,0,0,0,0
"132430",69,56,29,29,42,80,67,56
"1325",7,1,10,5,5,12,3,5
"1326",543,648,792,780,438,554,440,492
"132612",0,0,0,0,0,0,0,0
"132625",0,0,0,0,0,0,0,2
"132660",621,784,889,768,568,712,558,548
"132671",0,0,0,0,0,0,0,0
"1327",7133,6984,7776,8535,9253,9426,9606,8352
"132720",51,107,70,42,84,98,82,110
"132724",0,0,0,0,0,0,0,0
"132789",348,435,532,313,224,330,244,261
"132851",0,5,0,0,2,0,0,0
"132864",273,378,339,254,334,416,360,319
"132884",0,0,0,0,0,0,0,0
"1329",4481,4179,4404,4507,3687,4116,4060,3811
"132946",1,2,3,3,2,0,0,0
"132949",203,227,215,151,170,201,203,161
"132954",0,0,0,0,0,0,0,0
"132989",2,8,6,10,0,0,11,7
"133",435,499,349,272,568,511,606,527
"133015",122,134,131,120,78,83,98,102
"133022",0,0,0,0,0,0,0,0
"133060",0,0,0,0,0,0,0,0
"133121",2,2,0,0,2,0,2,0
"133308",680,746,554,486,378,452,432,399
"133383",76,114,149,77,65,46,73,51
"133396",2,0,2,0,0,0,0,0
"133418",0,0,0,0,0,0,0,0
"133482",0,0,0,0,0,0,0,0
"133491",0,0,0,0,5,0,0,0
"133522",1470,1631,1696,1627,914,929,942,860
"133558",0,0,0,0,0,0,0,0
"133584",1170,1327,1142,1059,1212,1290,1373,1203
"133619",1715,2296,1295,1112,1586,1785,1724,1571
"133686",978,1361,1627,1254,827,1120,983,926
"133688",1025,1270,1039,1109,981,1053,946,891
"133690",0,0,0,0,0,0,0,0
"1337",3262,4085,3039,2998,4553,4911,5161,4920
"133746",736,981,867,675,462,610,541,530
"133874",0,0,0,0,0,0,0,0
"1339",0,0,0,0,0,0,0,0
"133923",0,2,4,0,0,0,0,0
"133957",1201,1162,1233,1380,1249,1425,1270,1148
"134",401,355,620,730,1089,1193,1290,1072
"1340",3796,3630,4284,4314,4297,4278,4489,3760
"134083",0,0,0,0,0,0,0,0
"134111",0,0,0,0,0,0,0,0
"134121",0,0,0,0,0,0,0,0
"134145",337,384,359,343,381,566,470,469
"134147",4255,4568,3637,3293,3907,4551,4536,4243
"134187",0,2,4,0,0,0,2,0
"134218",1922,2314,2969,2261,1437,1693,1591,1532
"134265",160,160,134,176,161,166,142,160
"134266",545,573,718,606,452,555,535,423
"134285",0,0,0,0,0,0,0,0
"134288",0,0,0,0,0,0,0,0
"134353",378,369,298,295,162,208,194,188
"134359",144,167,168,84,129,137,100,130
"134391",0,4,2,4,0,6,0,2
"134429",350,416,188,118,293,433,338,407
"134430",1746,2180,1698,1186,625,926,855,797
"134466",2,0,0,0,0,2,0,0
"134492",179,224,264,187,245,276,243,241
"1345",2104,1989,1844,2128,2245,2666,2580,2653
"134510",290,427,235,122,228,283,214,238
"134526",0,0,0,0,0,0,0,0
"134548",2,0,0,0,0,2,2,0
"134549",290,223,281,268,300,265,283,257
"134553",1046,1259,1000,838,1077,1388,1242,1216
"1346",3,3,9,3,1,3,4,0
"134637",323,370,371,316,195,210,212,202
"1347",2504,3121,1939,1497,1604,2122,1816,1872
"134701",0,0,0,0,0,0,0,0
"134728",22,18,25,19,18,14,16,18
"134829",0,0,0,0,0,0,0,0
"134864",0,0,0,0,0,0,0,0
"1349",5520,6963,6325,6382,4575,5748,5241,5301
"134957",536,718,805,512,716,927,876,862
"135",5,2,3,1,0,4,3,3
"1350",2865,2935,2422,2359,2269,2696,2538,2425
"1351",4238,3545,4682,6107,6271,6434,6595,5644
"135112",1272,1562,907,746,732,1031,926,913
"135114",222,266,104,76,182,228,218,240
"135138",0,0,0,0,0,0,0,0
"135152",0,0,0,0,0,0,0,0
"135154",63,59,67,54,74,78,56,68
"1352",1094,1203,1453,1381,686,848,744,656
"135228",2088,2672,2774,1942,4468,5664,4938,5216
"135250",310,377,205,174,248,283,257,266
"135293",164,212,325,278,247,349,306,275
"135295",0,0,0,0,0,0,0,0
"1353",285,263,310,294,364,400,370,358
"135398",0,0,0,0,0,0,0,0
"135458",22,12,14,14,8,10,10,6
"1355",2158,2524,2636,2394,2266,2735,2295,2189
"1356",0,5,2,0,4,2,8,0
"135644",0,0,0,0,0,0,0,0
"135656",0,0,2,0,0,0,0,0
"1357",0,0,0,0,0,0,0,4
"1358",2,0,2,1,5,4,0,7
"135886",0,0,0,0,0,0,0,0
"135892",2,2,2,1,0,0,0,0
"1359",0,0,0,0,0,0,0,0
"135924",0,0,0,0,0,0,0,0
"135927",0,0,0,0,0,0,0,0
"135932",396,396,586,571,905,1078,1035,958
"135935",0,0,0,0,0,0,0,0
"135941",0,0,0,0,0,0,0,0
"135946",0,0,0,0,0,0,0,0
"135948",0,0,0,0,0,0,0,0
"136",10,6,2,0,2,10,2,6
"1360",0,2,0,0,0,0,0,0
"136051",310,254,325,378,388,429,502,389
"1361",1,0,0,0,0,0,0,0
"1362",13391,17396,12062,9648,8334,10370,8961,9324
"136227",90,77,23,26,75,76,73,60
